ASE,compare,final,Freq,isoform_compare,feature_type,mean_delta_psi_mean,medianp,uncertainty,alternative_transcripts,total_transcripts,classification
ENSG00000006015.18;A3:chr19:18589077-18589413:18589077-18589479:+,D5/D6,non-DAS,3,ENSG00000006015.18;A3:chr19:18589077-18589413:18589077-18589479:+ D5/D6,non-DAS,0.00817103,1,14.10302592,ENST00000358607.11,"ENST00000450195.6,ENST00000358607.11",Medium Confidence
ENSG00000006015.18;A3:chr19:18589077-18589413:18589077-18589479:+,F7/D6,non-DAS,3,ENSG00000006015.18;A3:chr19:18589077-18589413:18589077-18589479:+ F7/D6,non-DAS,0.010845586,0.260739261,31.91609114,ENST00000358607.11,"ENST00000450195.6,ENST00000358607.11",Medium Confidence
ENSG00000006015.18;A3:chr19:18589077-18589413:18589077-18589479:+,M8/D6,non-DAS,3,ENSG00000006015.18;A3:chr19:18589077-18589413:18589077-18589479:+ M8/D6,non-DAS,0.022692107,1,13.71165817,ENST00000358607.11,"ENST00000450195.6,ENST00000358607.11",Medium Confidence
ENSG00000006015.18;RI:chr19:18588995:18589077-18589413:18589683:+,D5/D6,non-DAS,3,ENSG00000006015.18;RI:chr19:18588995:18589077-18589413:18589683:+ D5/D6,non-DAS,0.058805466,0.131868132,1.895640267,"ENST00000598375.5,ENST00000600997.5,ENST00000597371.1","ENST00000600997.5,ENST00000597371.1,ENST00000358607.11,ENST00000598375.5",Medium Confidence
ENSG00000006015.18;RI:chr19:18588995:18589077-18589413:18589683:+,M8/D6,non-DAS,2,ENSG00000006015.18;RI:chr19:18588995:18589077-18589413:18589683:+ M8/D6,non-DAS,-0.012719266,1,-17.7590104,"ENST00000598375.5,ENST00000600997.5,ENST00000597371.1","ENST00000600997.5,ENST00000597371.1,ENST00000358607.11,ENST00000598375.5",Low Confidence
ENSG00000006125.18;SE:chr17:35657791-35670857:35670898-35671754:+,D5/D6,non-DAS,2,ENSG00000006125.18;SE:chr17:35657791-35670857:35670898-35671754:+ D5/D6,non-DAS,-0.03826107,1,-21.62598814,"ENST00000616681.4,ENST00000610402.5,ENST00000612116.5,ENST00000618940.4","ENST00000616681.4,ENST00000610402.5,ENST00000620039.4,ENST00000618940.4,ENST00000621914.4,ENST00000612116.5",Low Confidence
ENSG00000006125.18;SE:chr17:35657791-35670857:35670898-35671754:+,M8/D6,non-DAS,3,ENSG00000006125.18;SE:chr17:35657791-35670857:35670898-35671754:+ M8/D6,non-DAS,0.03371957,1,31.60259275,"ENST00000616681.4,ENST00000610402.5,ENST00000612116.5,ENST00000618940.4","ENST00000616681.4,ENST00000610402.5,ENST00000620039.4,ENST00000618940.4,ENST00000621914.4,ENST00000612116.5",Medium Confidence
ENSG00000006282.21;A3:chr17:50547285-50547665:50547285-50547720:+,F7/D6,non-DAS,3,ENSG00000006282.21;A3:chr17:50547285-50547665:50547285-50547720:+ F7/D6,non-DAS,-0.009563442,0.822510823,-106.0408596,"ENST00000504334.5,ENST00000503127.5,ENST00000510917.5,ENST00000505456.6,ENST00000508598.5,ENST00000505559.5","ENST00000504334.5,ENST00000503127.5,ENST00000511845.5,ENST00000510917.5,ENST00000505085.5,ENST00000511605.1,ENST00000505559.5,ENST00000508598.5,ENST00000502911.5,ENST00000006658.11,ENST00000505456.6",Medium Confidence
ENSG00000006282.21;A3:chr17:50547285-50547665:50547285-50547720:+,M8/D6,non-DAS,3,ENSG00000006282.21;A3:chr17:50547285-50547665:50547285-50547720:+ M8/D6,non-DAS,-0.011802753,0.720779221,-3.502745321,"ENST00000504334.5,ENST00000503127.5,ENST00000510917.5,ENST00000505456.6,ENST00000508598.5,ENST00000505559.5","ENST00000504334.5,ENST00000503127.5,ENST00000511845.5,ENST00000510917.5,ENST00000505085.5,ENST00000511605.1,ENST00000505559.5,ENST00000508598.5,ENST00000502911.5,ENST00000006658.11,ENST00000505456.6",Medium Confidence
ENSG00000006282.21;SE:chr17:50547285-50547665:50547767-50548283:+,D5/D6,non-DAS,3,ENSG00000006282.21;SE:chr17:50547285-50547665:50547767-50548283:+ D5/D6,non-DAS,-0.039335191,1,-25.51806071,"ENST00000504334.5,ENST00000503127.5,ENST00000510917.5","ENST00000510917.5,ENST00000356488.8,ENST00000504334.5,ENST00000503127.5,ENST00000515526.5",Medium Confidence
ENSG00000006282.21;SE:chr17:50547285-50547665:50547767-50548283:+,F7/D6,non-DAS,3,ENSG00000006282.21;SE:chr17:50547285-50547665:50547767-50548283:+ F7/D6,non-DAS,0.087146242,0.292207792,2.555242785,"ENST00000504334.5,ENST00000503127.5,ENST00000510917.5","ENST00000510917.5,ENST00000356488.8,ENST00000504334.5,ENST00000503127.5,ENST00000515526.5",Medium Confidence
ENSG00000006282.21;SE:chr17:50547285-50547665:50547767-50548283:+,M8/D6,non-DAS,3,ENSG00000006282.21;SE:chr17:50547285-50547665:50547767-50548283:+ M8/D6,non-DAS,0.037096215,0.723776224,11.63056892,"ENST00000504334.5,ENST00000503127.5,ENST00000510917.5","ENST00000510917.5,ENST00000356488.8,ENST00000504334.5,ENST00000503127.5,ENST00000515526.5",Medium Confidence
ENSG00000006282.21;SE:chr17:50547285-50547720:50547767-50548283:+,D5/D6,non-DAS,3,ENSG00000006282.21;SE:chr17:50547285-50547720:50547767-50548283:+ D5/D6,non-DAS,-0.050751552,1,-16.61614452,"ENST00000006658.11,ENST00000511845.5","ENST00000356488.8,ENST00000511845.5,ENST00000006658.11,ENST00000515526.5",Medium Confidence
ENSG00000006282.21;SE:chr17:50547285-50547720:50547767-50548283:+,F7/D6,non-DAS,3,ENSG00000006282.21;SE:chr17:50547285-50547720:50547767-50548283:+ F7/D6,non-DAS,0.108302906,0.350649351,3.248928244,"ENST00000006658.11,ENST00000511845.5","ENST00000356488.8,ENST00000511845.5,ENST00000006658.11,ENST00000515526.5",Medium Confidence
ENSG00000006282.21;SE:chr17:50547285-50547720:50547767-50548283:+,M8/D6,non-DAS,3,ENSG00000006282.21;SE:chr17:50547285-50547720:50547767-50548283:+ M8/D6,non-DAS,0.052873094,1,9.215447666,"ENST00000006658.11,ENST00000511845.5","ENST00000356488.8,ENST00000511845.5,ENST00000006658.11,ENST00000515526.5",Medium Confidence
ENSG00000007392.17;A5:chr16:189339-189931:189339-189968:-,D5/D6,non-DAS,3,ENSG00000007392.17;A5:chr16:189339-189931:189339-189968:- D5/D6,non-DAS,-0.005649378,1,-71.2273975,ENST00000397783.5,"ENST00000426094.5,ENST00000397783.5,ENST00000490762.5,ENST00000629543.2,ENST00000464711.5,ENST00000468732.5,ENST00000293872.13,ENST00000429378.5",Medium Confidence
ENSG00000007392.17;A5:chr16:189339-189931:189339-189968:-,M8/D6,non-DAS,2,ENSG00000007392.17;A5:chr16:189339-189931:189339-189968:- M8/D6,non-DAS,-0.001192962,1,-688.301777,ENST00000397783.5,"ENST00000426094.5,ENST00000397783.5,ENST00000490762.5,ENST00000629543.2,ENST00000464711.5,ENST00000468732.5,ENST00000293872.13,ENST00000429378.5",Low Confidence
ENSG00000007392.17;SE:chr16:227336-228333:228402-229279:-,D5/D6,non-DAS,3,ENSG00000007392.17;SE:chr16:227336-228333:228402-229279:- D5/D6,non-DAS,-0.04574377,1,-16.07956024,"ENST00000629543.2,ENST00000419516.5,ENST00000418978.5","ENST00000419516.5,ENST00000397783.5,ENST00000418978.5,ENST00000629543.2,ENST00000337351.8,ENST00000293872.13",Medium Confidence
ENSG00000007392.17;SE:chr16:227336-228333:228402-229279:-,F7/D6,non-DAS,3,ENSG00000007392.17;SE:chr16:227336-228333:228402-229279:- F7/D6,non-DAS,-0.058406882,0.52947053,-19.56660502,"ENST00000629543.2,ENST00000419516.5,ENST00000418978.5","ENST00000419516.5,ENST00000397783.5,ENST00000418978.5,ENST00000629543.2,ENST00000337351.8,ENST00000293872.13",Medium Confidence
ENSG00000007392.17;SE:chr16:227336-228333:228402-229279:-,M8/D6,non-DAS,3,ENSG00000007392.17;SE:chr16:227336-228333:228402-229279:- M8/D6,non-DAS,-0.064127527,0.593406593,-2.854013508,"ENST00000629543.2,ENST00000419516.5,ENST00000418978.5","ENST00000419516.5,ENST00000397783.5,ENST00000418978.5,ENST00000629543.2,ENST00000337351.8,ENST00000293872.13",Medium Confidence
ENSG00000008294.22;SE:chr17:51021365-51031681:51031722-51041501:-,D5/D6,non-DAS,3,ENSG00000008294.22;SE:chr17:51021365-51031681:51031722-51041501:- D5/D6,non-DAS,0.048312412,0.127872128,5.156056608,"ENST00000262013.12,ENST00000505173.5,ENST00000510855.1","ENST00000510283.5,ENST00000505279.5,ENST00000262013.12,ENST00000510855.1,ENST00000514613.5,ENST00000505173.5,ENST00000357122.8",Medium Confidence
ENSG00000008294.22;SE:chr17:51021365-51031681:51031722-51041501:-,F7/D6,non-DAS,2,ENSG00000008294.22;SE:chr17:51021365-51031681:51031722-51041501:- F7/D6,non-DAS,0.005814561,0.572927073,14.94137229,"ENST00000262013.12,ENST00000505173.5,ENST00000510855.1","ENST00000510283.5,ENST00000505279.5,ENST00000262013.12,ENST00000510855.1,ENST00000514613.5,ENST00000505173.5,ENST00000357122.8",Low Confidence
ENSG00000008294.22;SE:chr17:51021365-51031681:51031722-51041501:-,M8/D6,non-DAS,2,ENSG00000008294.22;SE:chr17:51021365-51031681:51031722-51041501:- M8/D6,non-DAS,-0.043518965,1,-20.97258996,"ENST00000262013.12,ENST00000505173.5,ENST00000510855.1","ENST00000510283.5,ENST00000505279.5,ENST00000262013.12,ENST00000510855.1,ENST00000514613.5,ENST00000505173.5,ENST00000357122.8",Low Confidence
ENSG00000008513.16;RI:chr8:133475719:133476074-133476278:133476600:-,D5/D6,non-DAS,2,ENSG00000008513.16;RI:chr8:133475719:133476074-133476278:133476600:- D5/D6,non-DAS,0.077358349,0.661838162,0.061996125,ENST00000521180.5,"ENST00000648219.1,ENST00000521180.5,ENST00000522652.6",Low Confidence
ENSG00000008513.16;RI:chr8:133475719:133476074-133476278:133476600:-,M8/D6,non-DAS,2,ENSG00000008513.16;RI:chr8:133475719:133476074-133476278:133476600:- M8/D6,non-DAS,0.13376716,0.164835165,12.87000124,ENST00000521180.5,"ENST00000648219.1,ENST00000521180.5,ENST00000522652.6",Low Confidence
ENSG00000008517.19;RI:chr16:3065369:3065494-3065781:3065826:+,M8/D6,non-DAS,2,ENSG00000008517.19;RI:chr16:3065369:3065494-3065781:3065826:+ M8/D6,non-DAS,0.077652371,0.195143366,11.3657871,ENST00000526464.6,"ENST00000440815.7,ENST00000526464.6",Low Confidence
ENSG00000008517.19;SE:chr16:3065494-3065621:3065687-3065784:+,F7/D6,non-DAS,2,ENSG00000008517.19;SE:chr16:3065494-3065621:3065687-3065784:+ F7/D6,non-DAS,0.024630313,0.619368727,47.85497456,ENST00000528163.6,"ENST00000534507.5,ENST00000529699.5,ENST00000528163.6,ENST00000325568.9,ENST00000396887.7",Low Confidence
ENSG00000008517.19;SE:chr16:3065494-3065621:3065687-3065784:+,M8/D6,non-DAS,3,ENSG00000008517.19;SE:chr16:3065494-3065621:3065687-3065784:+ M8/D6,non-DAS,0.170637169,0.21038961,2.491576342,ENST00000528163.6,"ENST00000534507.5,ENST00000529699.5,ENST00000528163.6,ENST00000325568.9,ENST00000396887.7",Medium Confidence
ENSG00000009307.17;MX:chr1:114738072-114739692:114739890-114757925:114738072-114749821:114750207-114757925:-,D5/D6,non-DAS,2,ENSG00000009307.17;MX:chr1:114738072-114739692:114739890-114757925:114738072-114749821:114750207-114757925:- D5/D6,non-DAS,0.006837393,1,114.4775624,"ENST00000261443.9,ENST00000534699.5","ENST00000687548.1,ENST00000530886.5,ENST00000261443.9,ENST00000534699.5",Low Confidence
ENSG00000009307.17;MX:chr1:114738072-114739692:114739890-114757925:114738072-114749821:114750207-114757925:-,F7/D6,non-DAS,2,ENSG00000009307.17;MX:chr1:114738072-114739692:114739890-114757925:114738072-114749821:114750207-114757925:- F7/D6,non-DAS,-0.050727879,1,-5.554994017,"ENST00000261443.9,ENST00000534699.5","ENST00000687548.1,ENST00000530886.5,ENST00000261443.9,ENST00000534699.5",Low Confidence
ENSG00000009307.17;MX:chr1:114738072-114739692:114739890-114757925:114738072-114749821:114750207-114757925:-,M8/D6,non-DAS,2,ENSG00000009307.17;MX:chr1:114738072-114739692:114739890-114757925:114738072-114749821:114750207-114757925:- M8/D6,non-DAS,-0.073816286,1,-19.00973507,"ENST00000261443.9,ENST00000534699.5","ENST00000687548.1,ENST00000530886.5,ENST00000261443.9,ENST00000534699.5",Low Confidence
ENSG00000009413.16;SE:chr6:111416472-111472013:111472140-111482750:-,M8/D6,non-DAS,2,ENSG00000009413.16;SE:chr6:111416472-111472013:111472140-111482750:- M8/D6,non-DAS,-0.003228828,0.597902098,-244.3246583,"ENST00000422377.5,ENST00000435970.5","ENST00000358835.7,ENST00000422377.5,ENST00000368802.8,ENST00000435970.5",Low Confidence
ENSG00000009790.15;A5:chr1:209760384-209762515:209760324-209762515:+,F7/D6,non-DAS,3,ENSG00000009790.15;A5:chr1:209760384-209762515:209760324-209762515:+ F7/D6,non-DAS,-0.056450027,0.324675325,-11.1010784,"ENST00000367025.8,ENST00000478359.5,ENST00000468672.5,ENST00000367024.5","ENST00000468672.5,ENST00000367026.7,ENST00000478359.5,ENST00000367025.8,ENST00000367024.5,ENST00000400959.7",Medium Confidence
ENSG00000010030.14;AL:chr6:36354091:36354687-36366875:36366194:36366762-36366875:-,F7/D6,non-DAS,2,ENSG00000010030.14;AL:chr6:36354091:36354687-36366875:36366194:36366762-36366875:- F7/D6,non-DAS,-0.060365777,0.663336663,-17.96892679,ENST00000339796.9,"ENST00000373737.8,ENST00000339796.9,ENST00000340181.9",Low Confidence
ENSG00000010030.14;AL:chr6:36354091:36354687-36366875:36366194:36366762-36366875:-,M8/D6,non-DAS,2,ENSG00000010030.14;AL:chr6:36354091:36354687-36366875:36366194:36366762-36366875:- M8/D6,non-DAS,-0.107766408,0.319430569,-20.21999544,ENST00000339796.9,"ENST00000373737.8,ENST00000339796.9,ENST00000340181.9",Low Confidence
ENSG00000010030.14;AL:chr6:36354091:36354687-36366875:36366195:36366762-36366875:-,F7/D6,non-DAS,2,ENSG00000010030.14;AL:chr6:36354091:36354687-36366875:36366195:36366762-36366875:- F7/D6,non-DAS,-0.106853887,0.282367632,-20.22554527,ENST00000339796.9,"ENST00000373738.4,ENST00000538992.3,ENST00000339796.9,ENST00000620358.4,ENST00000615781.4",Low Confidence
ENSG00000010030.14;AL:chr6:36354091:36354687-36366875:36366195:36366762-36366875:-,M8/D6,non-DAS,2,ENSG00000010030.14;AL:chr6:36354091:36354687-36366875:36366195:36366762-36366875:- M8/D6,non-DAS,-0.092807235,0.249250749,-2.751461997,ENST00000339796.9,"ENST00000373738.4,ENST00000538992.3,ENST00000339796.9,ENST00000620358.4,ENST00000615781.4",Low Confidence
ENSG00000010030.14;SE:chr6:36373578-36375871:36376035-36385534:-,M8/D6,non-DAS,2,ENSG00000010030.14;SE:chr6:36373578-36375871:36376035-36385534:- M8/D6,non-DAS,-0.00047412,0.630702631,-23.14217738,"ENST00000339796.9,ENST00000340181.9,ENST00000373737.8","ENST00000373737.8,ENST00000627426.2,ENST00000373738.4,ENST00000339796.9,ENST00000340181.9",Low Confidence
ENSG00000010165.20;A5:chr1:171782120-171783740:171781795-171783740:+,D5/D6,non-DAS,2,ENSG00000010165.20;A5:chr1:171782120-171783740:171781795-171783740:+ D5/D6,non-DAS,-0.010894221,1,-12.77700022,"ENST00000361735.4,ENST00000367737.9","ENST00000361735.4,ENST00000362019.7,ENST00000367737.9",Low Confidence
ENSG00000010165.20;A5:chr1:171782120-171783740:171781795-171783740:+,F7/D6,non-DAS,3,ENSG00000010165.20;A5:chr1:171782120-171783740:171781795-171783740:+ F7/D6,non-DAS,0.016199112,1,19.53612546,"ENST00000361735.4,ENST00000367737.9","ENST00000361735.4,ENST00000362019.7,ENST00000367737.9",Medium Confidence
ENSG00000010165.20;A5:chr1:171782120-171783740:171781795-171783740:+,M8/D6,non-DAS,2,ENSG00000010165.20;A5:chr1:171782120-171783740:171781795-171783740:+ M8/D6,non-DAS,-0.031398208,1,-7.351149277,"ENST00000361735.4,ENST00000367737.9","ENST00000361735.4,ENST00000362019.7,ENST00000367737.9",Low Confidence
ENSG00000010219.14;A3:chr12:4612718-4613512:4612718-4613515:+,D5/D6,non-DAS,2,ENSG00000010219.14;A3:chr12:4612718-4613512:4612718-4613515:+ D5/D6,non-DAS,0.005633908,1,405.3142787,"ENST00000540757.6,ENST00000010132.6,ENST00000541024.1,ENST00000544050.1","ENST00000544050.1,ENST00000543431.6,ENST00000010132.6,ENST00000541024.1,ENST00000540757.6,ENST00000545571.5",Low Confidence
ENSG00000010219.14;A3:chr12:4612718-4613512:4612718-4613515:+,F7/D6,non-DAS,2,ENSG00000010219.14;A3:chr12:4612718-4613512:4612718-4613515:+ F7/D6,non-DAS,-0.07924154,0.144355644,-24.49180891,"ENST00000540757.6,ENST00000010132.6,ENST00000541024.1,ENST00000544050.1","ENST00000544050.1,ENST00000543431.6,ENST00000010132.6,ENST00000541024.1,ENST00000540757.6,ENST00000545571.5",Low Confidence
ENSG00000010219.14;A3:chr12:4612718-4613512:4612718-4613515:+,M8/D6,non-DAS,2,ENSG00000010219.14;A3:chr12:4612718-4613512:4612718-4613515:+ M8/D6,non-DAS,-0.058219375,0.53996004,-3.211328898,"ENST00000540757.6,ENST00000010132.6,ENST00000541024.1,ENST00000544050.1","ENST00000544050.1,ENST00000543431.6,ENST00000010132.6,ENST00000541024.1,ENST00000540757.6,ENST00000545571.5",Low Confidence
ENSG00000010219.14;SE:chr12:4605086-4607327:4607387-4610155:+,M8/D6,non-DAS,3,ENSG00000010219.14;SE:chr12:4605086-4607327:4607387-4610155:+ M8/D6,non-DAS,-0.06710943,0.07992008,-22.23735934,"ENST00000543431.6,ENST00000540757.6,ENST00000010132.6,ENST00000536137.1","ENST00000543431.6,ENST00000010132.6,ENST00000540757.6,ENST00000545571.5,ENST00000536137.1",Medium Confidence
ENSG00000010244.19;SE:chr17:32365487-32366665:32366757-32367772:+,F7/D6,up-regulate,3,ENSG00000010244.19;SE:chr17:32365487-32366665:32366757-32367772:+ F7/D6,up-regulate,0.098974085,0.003996004,5.264275779,"ENST00000321233.10,ENST00000394670.9,ENST00000342555.10,ENST00000577908.5,ENST00000581531.5","ENST00000342555.10,ENST00000394673.6,ENST00000321233.10,ENST00000581531.5,ENST00000577908.5,ENST00000394670.9",Medium Confidence
ENSG00000010244.19;SE:chr17:32365487-32366665:32366757-32367772:+,M8/D6,up-regulate,3,ENSG00000010244.19;SE:chr17:32365487-32366665:32366757-32367772:+ M8/D6,up-regulate,0.074993881,0.023976024,7.461297259,"ENST00000321233.10,ENST00000394670.9,ENST00000342555.10,ENST00000577908.5,ENST00000581531.5","ENST00000342555.10,ENST00000394673.6,ENST00000321233.10,ENST00000581531.5,ENST00000577908.5,ENST00000394670.9",Medium Confidence
ENSG00000010539.12;A5:chr16:3233836-3234636:3233836-3234987:-,F7/D6,non-DAS,3,ENSG00000010539.12;A5:chr16:3233836-3234636:3233836-3234987:- F7/D6,non-DAS,-0.020240199,1,-20.89188566,"ENST00000431561.7,ENST00000396870.8","ENST00000396870.8,ENST00000575948.1,ENST00000431561.7,ENST00000414144.7",Medium Confidence
ENSG00000010539.12;A5:chr16:3233836-3234636:3233836-3235112:-,F7/D6,non-DAS,2,ENSG00000010539.12;A5:chr16:3233836-3234636:3233836-3235112:- F7/D6,non-DAS,-0.007067808,0.536713287,-150.4879082,"ENST00000431561.7,ENST00000396870.8","ENST00000396870.8,ENST00000396868.7,ENST00000396871.8,ENST00000431561.7,ENST00000575617.1",Low Confidence
ENSG00000010539.12;A5:chr16:3233836-3234636:3233836-3235112:-,M8/D6,non-DAS,2,ENSG00000010539.12;A5:chr16:3233836-3234636:3233836-3235112:- M8/D6,non-DAS,0.064436729,0.368881119,27.79442273,"ENST00000431561.7,ENST00000396870.8","ENST00000396870.8,ENST00000396868.7,ENST00000396871.8,ENST00000431561.7,ENST00000575617.1",Low Confidence
ENSG00000010626.15;SE:chr12:6905759-6905845:6905954-6906409:+,D5/D6,non-DAS,3,ENSG00000010626.15;SE:chr12:6905759-6905845:6905954-6906409:+ D5/D6,non-DAS,-0.036548255,0.624875125,-98.85188118,"ENST00000433346.5,ENST00000007969.12,ENST00000622489.4,ENST00000443597.7,ENST00000323702.9,ENST00000415834.5,ENST00000436789.5,ENST00000429740.1","ENST00000433346.5,ENST00000457146.5,ENST00000436789.5,ENST00000486401.1,ENST00000431207.5,ENST00000007969.12,ENST00000428946.5,ENST00000449039.5,ENST00000415834.5,ENST00000622489.4,ENST00000451681.5,ENST00000443597.7,ENST00000323702.9,ENST00000429740.1",Medium Confidence
ENSG00000010626.15;SE:chr12:6905759-6905845:6905954-6906409:+,F7/D6,non-DAS,2,ENSG00000010626.15;SE:chr12:6905759-6905845:6905954-6906409:+ F7/D6,non-DAS,-0.049301099,0.689410589,-41.52045097,"ENST00000433346.5,ENST00000007969.12,ENST00000622489.4,ENST00000443597.7,ENST00000323702.9,ENST00000415834.5,ENST00000436789.5,ENST00000429740.1","ENST00000433346.5,ENST00000457146.5,ENST00000436789.5,ENST00000486401.1,ENST00000431207.5,ENST00000007969.12,ENST00000428946.5,ENST00000449039.5,ENST00000415834.5,ENST00000622489.4,ENST00000451681.5,ENST00000443597.7,ENST00000323702.9,ENST00000429740.1",Low Confidence
ENSG00000010803.17;SE:chr1:41028726-41033983:41034048-41037362:-,D5/D6,non-DAS,2,ENSG00000010803.17;SE:chr1:41028726-41033983:41034048-41037362:- D5/D6,non-DAS,0.014951177,0.574592075,49.69350107,"ENST00000326197.11,ENST00000372595.5,ENST00000695335.1,ENST00000472037.5,ENST00000695336.1,ENST00000498793.5","ENST00000695336.1,ENST00000326197.11,ENST00000498793.5,ENST00000695335.1,ENST00000460215.5,ENST00000472037.5,ENST00000372597.5,ENST00000337495.9,ENST00000456518.3,ENST00000372595.5,ENST00000372596.5",Low Confidence
ENSG00000010803.17;SE:chr1:41028726-41033983:41034048-41037362:-,F7/D6,non-DAS,2,ENSG00000010803.17;SE:chr1:41028726-41033983:41034048-41037362:- F7/D6,non-DAS,0.030360761,0.57042957,3.545748136,"ENST00000326197.11,ENST00000372595.5,ENST00000695335.1,ENST00000472037.5,ENST00000695336.1,ENST00000498793.5","ENST00000695336.1,ENST00000326197.11,ENST00000498793.5,ENST00000695335.1,ENST00000460215.5,ENST00000472037.5,ENST00000372597.5,ENST00000337495.9,ENST00000456518.3,ENST00000372595.5,ENST00000372596.5",Low Confidence
ENSG00000010803.17;SE:chr1:41028726-41033983:41034048-41037362:-,M8/D6,non-DAS,2,ENSG00000010803.17;SE:chr1:41028726-41033983:41034048-41037362:- M8/D6,non-DAS,-0.014196013,0.075424575,-154.5295022,"ENST00000326197.11,ENST00000372595.5,ENST00000695335.1,ENST00000472037.5,ENST00000695336.1,ENST00000498793.5","ENST00000695336.1,ENST00000326197.11,ENST00000498793.5,ENST00000695335.1,ENST00000460215.5,ENST00000472037.5,ENST00000372597.5,ENST00000337495.9,ENST00000456518.3,ENST00000372595.5,ENST00000372596.5",Low Confidence
